Tweet ID,Tweet,Created Time,Language,Hashtag,,Label
1.65E+18,"My #SNP tweet during the pandemic - a #DevolutionGovernment is to represent for that area to #UKGov &amp; then TOLD what they can have - I NEVER want to hear from them especially a repugnant #feminist like @NicolaSturgeon @theSNP - UNELECTABLE
 
 #FeminismIsCancer #NicolaSturgeon https://t.co/xhqA8WdzVz",2023-04-18 17:48:49+00:00,en,"#FeminismIsCancer",,1
1.65E+18,"I can't handle this #RR..
 
 #Wymen spend about 90% of their energy on proving themselves weak... the remaining 10% on blaming the #Patriarchy
 
 That's why they always plead for maintenance and alimony in the courts &amp; shamelessly BEG from Men.
 
 #Mentoo 
 #Feminist 
 #FeminismIsCancer https://t.co/VpXrsSHtsI",2023-04-18 16:38:03+00:00,en,"#FeminismIsCancer",,1
1.65E+18,"@KTLA #FatherlessHomes
 
 This is what a #matriarchy looks like.
 
 #FeminismIsCancer",2023-04-18 15:46:44+00:00,en,"#FeminismIsCancer",,1
1.65E+18,"We won't see an article about women interfering constantly where they have no business, like men's health or how men can't have any safe spaces without some woman crying discrimination &amp; encroaching on it. 
 
 No let's defend hate speech instead. 
 
 #FeminismIsCancer https://t.co/wBW8C0gJfY",2023-04-18 15:20:14+00:00,en,"#FeminismIsCancer",,1
1.65E+18,"@goddeketal Fatherlessness, #FeminismIsCancer feminized society and way too many single mothers are to blame for this &amp; much more
 
 Women should have spoken out long ago
 
 ""And if you think tough men are dangerous, wait until you see what weak men are capable of."" @jordanbpeterson",2023-04-18 15:08:54+00:00,en,"#FeminismIsCancer",,1
1.65E+18,"""Men have enzoyed freedom and Pride"", 
 ""Husband gives space "" tells more about you than him.
 
 #Narcissist
 #FeminismIsCancer . https://t.co/HBoYze7xSj",2023-04-18 14:21:55+00:00,en,"#FeminismIsCancer",,1
1.65E+18,"The dark reality of feminism.
 
 #FeminismIsCancer 
 
 Today it's me next will be you or your closed one.
 
 Beware. https://t.co/k9VEYqAml8",2023-04-18 14:15:17+00:00,en,"#FeminismIsCancer",,1
1.65E+18,"@MichaelGLFlood @GwenEvaBearLuvs @TheGayChrist @men_are_human @UN_MenAndBoys @JACBailey1 @MisandryE @PhilMitchell83 You've proven yourself to be Radical
 Equating MRAs to White Supremacists is just another non-thinking #leftist throwing out conflating insults to give the appearance of legitimacy. Oldest trick in the book, borrowed from #FeminismIsCancer practices
 EVIL is Bad
 Men are Good",2023-04-18 14:15:01+00:00,en,"#FeminismIsCancer",,1
1.65E+18,"@kniffol @yoko67 I'm Thinking about their dads now
 If they were D!ckfree, these girls would not be there and world would have been moch more improved wothout such extremists 
 
 #Karma
 #FeminismIsCancer 
 
 @SriRudyBABA",2023-04-18 12:36:25+00:00,en,"#FeminismIsCancer",,1
1.65E+18,"Let's wake up as many people as possible. Please share. 
 #FeminismIsCancer #Feminism https://t.co/ypCIqZafXX",2023-04-18 12:16:17+00:00,en,"#FeminismIsCancer",,1
1.65E+18,"@radicalcntrist @EmJaRo2 @KonstantinKisin Notice how broads like this always have that vibe of â€œNO I AM PERFECTLY HAPPY YOU GOT-DAMNED IDJIT!!!â€? 
 
 They are deeply unhappy, and dedicated to making their fellow females equally unhappy by pimping for feminism. #FeminismIsCancer",2023-04-18 12:11:41+00:00,en,"#FeminismIsCancer",,1
1.65E+18,"@GoldingBF What the hell is this?
 
 Has the British Judiciary and British Government lost its br@ins?
 
 #FeminismIsCancer
 #Wokes
 
 SUCH A SHAME @RishiSunak
 
 @RoyalFamily @NCPCR_ @KanoongoPriyank @realsiff @NCMIndiaa @Sarmad07185646 @Sarmad07185646 @stariqs @Men_Helpline @barkhatrehan16 @RajNgc https://t.co/aOtXwN43gP",2023-04-18 12:05:25+00:00,en,"#FeminismIsCancer",,1
1.65E+18,@TopGirlKeiko She thinks to defend fake women rights is to spread lies and noise to hate genuine masculine men #FeminismIsCancer,2023-04-18 12:01:12+00:00,en,"#FeminismIsCancer",,1
1.65E+18,"@MensRightsUnion Where are you @SwatiJaiHind plz come up with your narratives that women are not safe in delhi despite knowing the facts that "" 90% pickpockets at Delhi Metro are women,CISF , Hindustan https://t.co/hhNeLPM06n per #NCRB, aboutÂ 74% of rape cases are false! 
 
 #FeminismIsCancer",2023-04-18 11:33:42+00:00,en,"#FeminismIsCancer",,1
1.65E+18,"@DobbyDog555 It would have been a nightmare if it was a man
 
 Would have been tagged a psycho, rapist and what not
 
 #FeminismIsCancer 
 
 @SwatiJaiHind 
 @BrindaAdige 
 @yogitabhayana",2023-04-18 11:25:28+00:00,en,"#FeminismIsCancer",,1
1.65E+18,"@GiaMMacool It's at the lowest levels since the late 1800s and still falling.
 You can't stop equilibrium due to punishing marriage laws on men and a majority class of women who devalue themselves and men.
 #FeminismIsCancer",2023-04-18 10:30:10+00:00,en,"#FeminismIsCancer",,1
1.65E+18,"Ans then Feminists say they are given unequal rights..
 
 Basically they are given more than equal rights !!
 
 #FeminismIsCancer 
 #mentoo https://t.co/4rzSwlnEu2",2023-04-18 09:32:51+00:00,en,"#FeminismIsCancer",,1
1.65E+18,"Feminists before: We are strong women, we can work shoulder to shoulder with men, equal pay for equal work. 
 
 Feminists now: I've sucked hundreds of cocks and swallowed literally gallons of the warm, sticky nectar, and I still need more.
 
 #GemsofFeminsim 
 #FeminismIsCancer",2023-04-18 08:46:27+00:00,en,"#FeminismIsCancer",,1
1.65E+18,Our justice system will not agree to what we say and prove because #FeminismIsCancer https://t.co/ktI68PhdCF https://t.co/To4Kaw8kaO,2023-04-18 08:40:29+00:00,en,"#FeminismIsCancer",,1
1.65E+18,"Men are awesome
 
 #MenToo
 #GenderBiasedLaws 
 #FeminismIsCancer https://t.co/ibQvwUSsvh",2023-04-18 05:45:34+00:00,en,"#FeminismIsCancer",,1
1.65E+18,"A 40yr old woman in Indonesia is selling her house, but offers herself for marriage if the buyer wants.
 
 Note: women are more respected &amp; safe in Islam.
 #FeminismIsCancer https://t.co/AyjgW559lv",2023-04-18 02:34:30+00:00,en,"#FeminismIsCancer",,1
1.65E+18,"Isn't RW shokti doing the same thing?
 #SisterSister
 #FeminismIsCancer https://t.co/wcVjoIaW9Q",2023-04-18 02:33:22+00:00,en,"#FeminismIsCancer",,1
1.65E+18,"@ShitpostGate The day is coming...when they will all of a sudden""remember"".
 
 #MeToo
 #FeminismIsCancer",2023-04-18 02:15:16+00:00,en,"#FeminismIsCancer",,1
1.65E+18,@FightHaven Itâ€™s always a laughing matter when itâ€™s happening to a man. #Hypocrisy #FeminismIsCancer,2023-04-18 01:22:31+00:00,en,"#FeminismIsCancer",,1
1.65E+18,"Instead of adopting #feminism, #muslimgirl should go back to islam because that's the only thing that guarantees their rights and honors them whereas feminism degrades her.
 
 #Islam #Quran #FeminismIsCancer https://t.co/8IJdDMmkl1",2023-04-17 22:00:01+00:00,en,"#FeminismIsCancer",,1
1.65E+18,"@realsiff No one trusts anything in this country
 
 #bananarepublic
 #FeminismIsCancer
 #Hypocrisy
 #FutureTalibanState
 
 If prostitution is legal, why arrest her?
 
 Where's the proof of trafficking?
 
 #ablanari
 #ladkihoonladsaktihoon
 
 READâ¬‡ï¸
 
 @PMOIndia @rashtrapatibhvn @HardeepSPuri @JohnBrittas https://t.co/c5abcM4LEj",2023-04-17 20:57:36+00:00,en,"#FeminismIsCancer",,1
1.65E+18,"@Surviving_LADa @court_said @PAcumbria Not only is @DrEmmaKatz @BarnettAdrienne @DrProudman @DrJessTaylor et al in their own words admitting to be in the #ChildAbuse business but #Gaslighting their victims like @Natillywolf is criminal
 
 #FeminismIsCancer #RadFem #RadFems #ParentalAlienation #FamilyCourt",2023-04-17 20:34:02+00:00,en,"#FeminismIsCancer",,1
1.65E+18,"#ProLife TRUTH 
 
 #AbortionIsMurder #prochoice #FeminismIsCancer https://t.co/iOsgP4VMyH",2023-04-17 20:11:35+00:00,en,"#FeminismIsCancer",,1
1.65E+18,"@Natillywolf question the messenger - #Feminists are not your friend - mothers &amp; children are Acceptable Collateral Damage 
 
 #FeminismIsCancer @DrEmmaKatz 
 
 #RadFem #DrEmmaKatz #RadFems 
 
 https://t.co/QTyYvdFY99",2023-04-17 20:04:56+00:00,en,"#FeminismIsCancer",,1
1.65E+18,"@DrEmmaKatz by her own words is in the #ChildAbuse business - imagine admitting you are a #ChildAbuser 
 
 #ParentalAlienation #FamilyCourt 
 
 #FeminismIsCancer #RadFem #RadFems #DrEmmaKatz https://t.co/yaBIQmEMLK",2023-04-17 20:00:27+00:00,en,"#FeminismIsCancer",,1
1.65E+18,"@Firebird_psych @court_said @DeboraMontesoro @SheraFamily are in the #ChildAbuse business
 
 #ParentalAlienation #FamilyCourt 
 #FeminismIsCancer #RadFem #RadFems #SheraFamily 
 
 https://t.co/ArDZZTaODk",2023-04-17 19:55:55+00:00,en,"#FeminismIsCancer",,1
1.65E+18,"@AngieUn27401972 @DeboraMontesoro Angie
 
 Whatever pain you are going through good people have empathy - #Feminism has NONE &amp; is in the #ChildAbuse business 
 
 It is better to remain silent &amp; be thought a fool than to speak &amp; to remove all doubt 
 
 #FeminismIsCancer #RadFem #RadFems #ParentalAlienation #FamilyCourt",2023-04-17 19:51:56+00:00,en,"#FeminismIsCancer",,1
1.65E+18,"@DeboraMontesoro @KimFawcett11 #KimFawcett is a Neo-Nazi #feminist Debora who by her own words is in the #ChildAbuse business - void of ethical moral &amp; intellectual values who's NEVER had an original thought
 
 Not worthy of your exemplary #egalitarian time
 
 #FeminismIsCancer #RadFem #RadFems https://t.co/7VKZVwIVB8",2023-04-17 19:36:34+00:00,en,"#FeminismIsCancer",,1
1.65E+18,"Typical ""High Value"" women in 2023.... humanity is doomed...
 
 #egirl #WomenEmpowerment #FeminismIsCancer https://t.co/9CL7mpSmes",2023-04-17 19:05:22+00:00,en,"#FeminismIsCancer",,1
1.65E+18,"@MrAndyNgo #FatherlessHomes
 
 This is what a #matriarchy looks like 
 
 #FeminismIsCancer",2023-04-17 19:00:49+00:00,en,"#FeminismIsCancer",,1
1.65E+18,"Wymen helping other Wymen to be empowered ðŸ¤£ðŸ¤£ðŸ¤£
 
 #FeminismIsCancer 
 #GenderBiasedLaws 
 #MenToo https://t.co/P2ZH1bjaQv",2023-04-17 18:40:34+00:00,en,"#FeminismIsCancer",,1
1.65E+18,"@SophieShay @JaniceFiamengo @BigPicture2012 ""Masculine republics give way to feminine democracies, and feminine democracies give way to tyranny."" -Aristotle.
 Aristotle was a smart dude. Maybe the ""women's right to vote"" is why we are sinking into tyranny today.
 #FeminismIsCancer",2023-04-17 17:24:37+00:00,en,"#FeminismIsCancer",,1
1.65E+18,"@HoneyBadgerBite @Kevinverted @rtbrockway I wonder if this accounts for all the hostility towards dad I ""was never home"" ""never helping out""... because he decided to go out and pay for everything.... oh wait I mean focus on ""his career rather than the children""
 
 Smfh, #WhoreCulture &amp; #FeminismIsCancer",2023-04-17 16:52:06+00:00,en,"#FeminismIsCancer",,1
1.65E+18,"Mediation will soon be recognized as a viable career opportunity: Justice Hima Kohli at IAMC Hyderabad's Mediation Day event ðŸ™†â€â™‚ï¸
 
 #Mediation #career #opportunity #Justice #IAMC #Hyderabad #HimaKohli #FeminismIsCancer #MenToo #GenderBiasedLaws
 
 Read story: https://t.co/crhDmfwScr https://t.co/D2GjuB1cQt",2023-04-17 16:30:20+00:00,en,"#FeminismIsCancer",,1
1.65E+18,"Agreed. Save oneself first, cause even to be a hero, one needs to be alive. Men are already doing a lot. Men work hard and pay taxes which runs womens helpline 1090, Dial 100, CAW, Mahila Thana etc to protect women.
 
 #MakeStrike #Feminism #feminismiscancer https://t.co/B7fP3HzRj4",2023-04-17 15:58:21+00:00,en,"#FeminismIsCancer",,1
1.65E+18,Sons of #bharat helps each other in this #feminismiscancer and #GenderBiasedLaws world https://t.co/GU5bGMakuF,2023-04-17 15:32:09+00:00,en,"#FeminismIsCancer",,1
1.65E+18,"@jonkay Translation: ""It's important that straight white men are excluded from Canadian culture.""
 #feminismiscancer",2023-04-17 15:08:55+00:00,en,"#FeminismIsCancer",,1
1.65E+18,"What men goes through each day ðŸ™†â€â™‚ï¸
 
 #FeminismIsCancer #GenderBiasedLaws #MenToo https://t.co/wZusz8Suls",2023-04-17 14:20:04+00:00,en,"#FeminismIsCancer",,1
1.65E+18,"Single mothers and feminists did this.
 
 #SingleMoms #feminismiscancer 
 
 https://t.co/oQSGCBGIum",2023-04-17 13:49:21+00:00,en,"#FeminismIsCancer",,1
1.65E+18,"Blame the #feminists and have the guts to gain their respect on basis of your skill and stop playing victim card all the time.
 #feminismiscancer",2023-04-17 13:44:54+00:00,en,"#FeminismIsCancer",,1
1.65E+18,"What #Feminists abhor &amp; won't admit is the POWER #femininity has
 
 The power of ALL women throughout ALL of time reflected in everything from great works of art &amp; literature, music &amp; comedy 
 
 #FeminismIsCancer #RadFem #RadFems #feminist #Feminism #coercivecontrol https://t.co/ZYcBUiHNVi",2023-04-17 13:40:22+00:00,en,"#FeminismIsCancer",,1
1.65E+18,"@UN_Women @UN Here #UNWomen admit women always had opportunity - what #Feminism fake narratives do NOT disclose is in the past women had NO interest in many things from politics to sports which is NOT discrimination
 
 This insight doesn't fit their #HateSpeech #Gaslighting
 
 #FeminismIsCancer",2023-04-17 12:52:26+00:00,en,"#FeminismIsCancer",,1
1.65E+18,Why its menifesto not womenifesto #justasking #feminismiscancer,2023-04-17 11:47:21+00:00,en,"#FeminismIsCancer",,1
1.65E+18,@barkhatrehan16 @Theintrepid_ ðŸ‘ŒðŸ™ These woke activist is funded to destroy Indian society. #FeminismIsCancer,2023-04-17 10:18:34+00:00,en,"#FeminismIsCancer",,1
1.65E+18,"@MunishKatyal1 @sorose4u @AFT_NGO @NCMIndiaa @Men_Helpline @men_are_human @Shivamsbisht @sheomangalkumar @AdvBinayKumar @ashrafnansari @Sarmad07185646 @MLJ_GoI @rashtrapatibhvn @godseye321 @PMOIndia @IHARIDWARTIWARI @GR_Barbarika @SIFFHARSH @MyNation_Pune @Amit_MyNation @Vinod65064504 @GSBorikar @santosh121281 @AnubhavMohanty_ @HMOIndia @NandiniBhatta14 @barkhatrehan16 @CriticsUnbiased @MdZarafat @MaheshVastavMRA @meshramnitin_ @SandmanMGTOW Now this is #Canada 
 
 #Feminism has destroyed countless countries
 
 It teaches women to loot men, r@pe boys and become criminals
 
 #feminismiscancer 
 
 @AFT_NGO @asadowaisi @ARanganathan72 @Iyervval @barkhatrehan16 @Meghna_venture @abhijitvhanman2 @NCMIndiaa @Manish_AFT https://t.co/eZkcNATvcO",2023-04-17 09:28:17+00:00,en,"#FeminismIsCancer",,1
1.65E+18,"Family is the basic unit of Society | #Feminism exposed ðŸ™†â€â™‚ï¸
 
 #FeminismIsCancer https://t.co/2ZXurOuSFr",2023-04-17 09:20:04+00:00,en,"#FeminismIsCancer",,1
1.65E+18,"#FalseRape #ParentalAlienation TRUTH 
 
 #FakeRape #MeToo #DomesticViolence #DomesticAbuse #VAWG #coercivecontrol #FamilyCourt #DARVO #RyanKerrison 
 
 #FeminismIsCancer #RadFem #RadFems 
 
 https://t.co/cSsdokrnM7",2023-04-17 07:08:33+00:00,en,"#FeminismIsCancer",,1
1.65E+18,"Do women play drama to get their point accepted.
 #WomanAsBegger
 #FeminismIsCancer https://t.co/zSaOTG276i",2023-04-17 05:22:20+00:00,en,"#FeminismIsCancer",,1
1.65E+18,"Yesterday's conversation wid a friend. His wife used 2 say this 2 him daily during fights.
 Should have replied in kind!!!
 He was a nice guy accepted it as routine. That encouraged ablaa 2 abuse him further.
 #FightBack
 #NoMarriageNoChild 
 #MarriageStrike 
 #FeminismIsCancer https://t.co/pWxDcVxqZ8",2023-04-17 03:55:54+00:00,en,"#FeminismIsCancer",,1
1.65E+18,This is how a piece of sh*t looks like. #feminismiscancer https://t.co/QVmqlRQCDY,2023-04-16 23:08:56+00:00,en,"#FeminismIsCancer",,1
1.65E+18,"@ShoneeKapoor All who are saying it could be a sarcastic, must check her profile description. If its sarcasm, her entire profile must be sarcastic. #FeminismIsCancer https://t.co/lnD7IN2Vrm",2023-04-16 20:20:47+00:00,en,"#FeminismIsCancer",,1
1.65E+18,Crazy feminist as a biological woman she supposed to fight for Riley 's right but she ðŸ˜ž She was accusing Riley for likes and clicks but yet the two biological MALEs are protecting women's rights! #feminismiscancer https://t.co/TWI3mzWtxT,2023-04-16 18:53:59+00:00,en,"#FeminismIsCancer",,1
1.65E+18,"W0men will rule the world like this !!!
 
 #FeminismIsCancer https://t.co/KYiSt1JbdI",2023-04-16 18:38:40+00:00,en,"#FeminismIsCancer",,1
1.65E+18,"@Theintrepid_ ""You can say that I am not going to do that""... But they don't tell you that before marriage.. They will tell you that after marriage.. Why!? Because, honesty is not a big deal for feminazis in marriage ..!! .. #FeminismIsCancer ..",2023-04-16 18:22:34+00:00,en,"#FeminismIsCancer",,1
1.65E+18,"@FNF_Media @ManKindInit @KimFawcett11 is a #Gaslighting LIAR 
 
 #KimFawcett #ParentalAlienation #FamilyCourt #MaternalFilicide 
 
 #FeminismIsCancer #RadFem #RadFems https://t.co/7elGNWxjRG",2023-04-16 18:14:57+00:00,en,"#FeminismIsCancer",,1
1.65E+18,"@stuart268 @DrProudman @BarnettAdrienne @DrEmmaKatz @DrJessTaylor et al quacks will not only disagree but will use #Gaslighting to state #ParentalAlienation doesn't exist &amp; only claimed by fathers as #coercivecontrol #DomesticAbuse in #FamilyCourt 
 
 #FeminismIsCancer #RadFem #RadFems https://t.co/RFD9ut7mDm",2023-04-16 17:23:36+00:00,en,"#FeminismIsCancer",,1
1.65E+18,"Feminism hurts women too.
 
 Actually feminism is a misanthropic movement which won't stop until human civilisation destroys all of civilisation to be replaced with a dystopia of political correctness.
 
 Unless women (yes women not men) put a stop to it and soon.
 
 #FeminismIsCancer https://t.co/oNCf5FTkVD https://t.co/basJl7ZyB6",2023-04-16 17:00:14+00:00,en,"#FeminismIsCancer",,1
1.65E+18,"Real PowerPuff Girls
 Vs.
 #Feminist PowerPuff Girls
 
 My Like Pic 1... The Real One.
 
 Feminist are Ugly !!!
 
 #FeminismIsCancer 
 #Feminists https://t.co/Rx4m6RbDpF",2023-04-16 16:43:13+00:00,en,"#FeminismIsCancer",,1
1.65E+18,"@DrProudman is a #Gaslighting LIAR 
 
 The horrifying issue is how #DrProudman without conscience lies about #DomesticViolence #Rape &amp; more with impunity
 
 #DomesticAbuse #VAWG #coercivecontrol 
 #FamilyCourt #ParentalAlienation 
 
 #FeminismIsCancer #RadFem #RadFems https://t.co/Ke4xqCMvsP",2023-04-16 16:21:58+00:00,en,"#FeminismIsCancer",,1
1.65E+18,"@DrProudman #Gaslighting continues 
 
 Yet again:
 
 Half of victims are ignored (men) as are approx 2/3rds of perpetrators (women)
 
 #DomesticViolence #DomesticAbuse #VAWG #coercivecontrol #ParentalAlienation #FamilyCourt #PAS 
 
 #DrProudman #FeminismIsCancer #RadFem #RadFems https://t.co/NwgH01Ig4F",2023-04-16 16:05:49+00:00,en,"#FeminismIsCancer",,1
1.65E+18,"@BarnettAdrienne #Gaslighting continues 
 
 Half of victims are ignored (men) as are approx 2/3rds of perpetrators (women)
 
 #DomesticViolence #DomesticAbuse #VAWG #coercivecontrol #ParentalAlienation #FamilyCourt #PAS 
 
 #AdrienneBarnett #FeminismIsCancer #RadFem #RadFems https://t.co/FxHR6hsB1t",2023-04-16 15:56:45+00:00,en,"#FeminismIsCancer",,1
1.65E+18,"More, not less, at this point in time, we women have more opportunities and laws than men ever had. Now do not bring up the gender pay gap, because it has been debunked multiple times. Come up with something else.
 
 #feminist #Feminism #feminismiscancer #feminismisalie",2023-04-16 15:18:10+00:00,en,"#FeminismIsCancer",,1
1.65E+18,"I will never support this new batch of pseudofeminists,
 Their whole idea of equality is that we shouldn't be judged or critized Or held accountable because men are also doing all the ðŸ’©ðŸ’©ðŸ’©,instead of trying to safeguard sanity in the society, 
 1/3 #fakefeminism #feminismiscancer",2023-04-16 13:30:59+00:00,en,"#FeminismIsCancer",,1
1.65E+18,"That promising and all feminists should hear this....and it's from women not men... #feminismiscancer #removefeminism it's destroying society...specially women 
 https://t.co/e75mrsvQFN",2023-04-16 09:45:42+00:00,en,"#FeminismIsCancer",,1
1.65E+18,"I am not a supporter of these feminists. However, there is a lot of inequality that exists in the society that needs to be mended through upbringing and not corporate programs/so called activists. #FeminismIsCancer",2023-04-16 08:51:00+00:00,en,"#FeminismIsCancer",,1
1.65E+18,"Men break down Men get anxiety Men feel insecure Men get abused It's not ""unmanly"" to struggle Lets support Men Lets encourage Men. #FeminismIsCancer",2023-04-16 08:21:00+00:00,en,"#FeminismIsCancer",,1
1.65E+18,"@atalahirwar @KaushalMahesh15 Lol I'll never get married. I prefer to steer clear from such scams
 #feminismiscancer",2023-04-16 06:54:40+00:00,en,"#FeminismIsCancer",,1
1.65E+18,"Another instance of ""Women most affected"" in this case of tipping and restaurant service. Last I checked, men work as waiters just the same. Women also are tipped more and make a higher wage than men in the service industry. #feminismiscancer #RestaurantLife #Tips https://t.co/terQMtZlPo",2023-04-16 05:56:44+00:00,en,"#FeminismIsCancer",,1
1.65E+18,This is what #feminism is doing to men with the bullshit trans movement and making men think that everything they do is wrong they just making us weak so they can take over but it won't work because if they make men weak society will fall #TopG #FeminismIsCancer #SOCIETYNEEDSMEN https://t.co/igjBhRNn4M,2023-04-15 23:28:59+00:00,en,"#FeminismIsCancer",,1
1.65E+18,"yes why I need
 #FeminismIsCancer
 
 https://t.co/rwzsrJl85f",2023-04-15 20:18:42+00:00,en,"#FeminismIsCancer",,1
1.65E+18,"How easy it is to earn money for women but they are always complaining about equal opportunities when they have a lot more extra than men.
 
 #FeminismIsCancer 
 #VoiceForMen https://t.co/gWe4DhQfgM",2023-04-15 19:04:36+00:00,en,"#FeminismIsCancer",,1
1.65E+18,"How about we stop using the Porn industry as a scapegoat for people's bad decisions ðŸ¤·ðŸ¾â€â™‚ï¸â‰ï¸ Most of these pornstars have over 100 scenes. They enjoyed the money and the attention, let's be honest and realistic. #feminismiscancer
 
 https://t.co/EiZm2bjPoT",2023-04-15 17:32:57+00:00,en,"#FeminismIsCancer",,1
1.65E+18,"@Cobratate Andrew tate on femisnism in India..
 Though I don't support him but its true..#AndrewTate #feminist #FeminismIsCancer https://t.co/tKqyyNNsPw",2023-04-15 17:29:16+00:00,en,"#FeminismIsCancer",,1
1.65E+18,"Maybe #Feminism isn't all it's cut out to be. It's not hard to see the peaks and valleys are trending together. 
 #WokeMindVirus 
 #WokeCulture 
 #FeminismIsCancer https://t.co/eSbSsVGr7J",2023-04-15 17:21:17+00:00,en,"#FeminismIsCancer",,1
1.65E+18,"@Theintrepid_ Why were dad's sperms used to give birth to such a woke!!
  
 Bimbo is doing all this to get 2 minutes fame !! 
 #FeminismIsCancer",2023-04-15 17:10:03+00:00,en,"#FeminismIsCancer",,1
1.65E+18,"If a lie is repeated many times it leads to general acceptance among the masses. Hence it's important to fight against
 #wokeism 
 #Feminism 
 #FeminismIsCancer 
 #GenderBiasedLaws 
 #WomenEmpowerment https://t.co/RL03voFDVi",2023-04-15 16:23:49+00:00,en,"#FeminismIsCancer",,1
1.65E+18,A lot of women are looking for a sugar daddy instead of a husband. #FeminismIsCancer,2023-04-15 15:56:53+00:00,en,"#FeminismIsCancer",,1
1.65E+18,Women kare to raas lila aur Men kare to character dheela. Not good.. #FeminismIsCancer #MenToo https://t.co/D3ipJEKZFZ,2023-04-15 15:35:01+00:00,en,"#FeminismIsCancer",,1
